BeatID,Beat Name,File Name,Tempo,Genre,Created Date,Status,Collaborators,Remix,Notes,Racked,Release_Project
410,Shades,shades,140,Dancehall,,,,,,1,
411,She Get Busy(Progressive House),She Get Busy(Progressive House),126,House,,,,,,,
412,ShitBeat!,ShitBeat!,84,Hiphop,,,,,,,
413,Shitty Crunk ,Shitty Crunk ,156,Bass,,,,,,,
414,ShootEmUp ,ShootEmUp ,159,Juke,,,,,,,
415,ShuffTuff,ShuffTuff,,Hiphop,,,,,,,Zenojimesis EP
416,Shwag,Shwag,140,Bass,,,Zenojim x Virtua Vice,,,,
417,Since U Been Gone,Since U Been Gone,128,Club,,,,,,,
418,Sizzurp,Sizzurp,85,Rap,,,,,,,
419,Skippd ,Skippd ,128,House,,,,,,,
420,Skydock ,Skydock ,97,Hiphop,,,,,,,
421,SlamStab1 ,SlamStab1 ,124,Club,,,,,,,
422,Sleep Deprivation(Pt2),Sleep Deprivation(Pt2),90,Hiphop,,,90,,,,
423,Sleepy'Starvin,Sleepy'Starvin,84,Hiphop,,,,,,,
424,Sllaaam,Sllaaam,130,Bass,,,,,,,
425,SmokeBlast,SmokeBlast,80,Hiphop,,,,,,,
426,Smoother Than Fuck,Smoother Than Fuck,88,Hiphop,,,,,,,
427,Snubnose ,Snubnose ,126,Club,,,,,,,
428,sophist bitches ,sophist bitches ,120,Abstract,,,,,,,
429,Sound Slices,Sound Slices,95,Hiphop,,,,,,,
430,SoundBwoy,SoundBwoy,,,,,,,,,Zenojimesis EP
431,Sp@c3manHerrington,Sp@c3manHerrington,88,Hiphop,,,,,,,
432,sp@ceman . Wavelength,sp@ceman . Wavelength,,Hiphop,,,,,,,
433,Space Industrial,Space Industrial,65,Bass,,,,Zenojim,,,
434,Space Industrial,Space Industrial,81,Hiphop,,,,,,,
435,Spacebass Thesis,Spacebass Thesis,,Bass,,,,,,,XLR8R
436,Spacestep Theory,Spacestep Theory,,,,LOST,,,,,
437,SpaceTimeInfinite ,SpaceTimeInfinite ,160,Bass,,,,,,,
438,Spherical Space,Spherical Space,110,Abstract,,,,,,,
439,Spotted Us,Spotted Us,128,Garage,,,,,,,
440,Sputter,Sputter,124,House,,,,,,,
441,Spy1,Spy1,115,Garage,,,,,,,
442,Squaraw,Squaraw,,Ambient,,,,,,,
443,StandingWaves,StandingWaves,130,,,,,,,,Edts & Rmxs
444,Starry Iez ,Starry Iez ,120,Bass,,,,,,,
445,Stemming,Stemming,,,,LOST,,,,,
446,Still Tippin (Zenojim Edit),Still Tippin (Zenojim Edit),140,Dubstep,,,,,,,Soundcloud
447,Storm of Shurikens Edit ,Storm of Shurikens Edit ,150,Juke,,,,Zenojim,,,
448,StrangeLuvTecno ,StrangeLuvTecno ,130,Techno,,,,,,,
449,Strawberries,Strawberries,,,,,,,,,
450,Sumatra,Sumatra,,,,,,,,,
451,Summer Throwies,Summer Throwies,,,,,,,,,
452,Sunrise Dope (Zenojim Remix),Sunrise Dope (Zenojim Remix),123,House,,,,Jrapp,,,Closed Red EP
453,SunRize,SunRize,,,,,,,,,
454,SuperJump,SuperJump,126,House,,,,,,,
455,SuperMarioSunshine,SuperMarioSunshine,89,Hiphop,,,,,,,
456,Superpose,Superpose,,House,,,,,,,
457,Swens,Swens,94,Hiphop,,,,,,,
458,SwerveTechno1 ,SwerveTechno1 ,,,,,,,,,
459,Synthesis,Synthesis,,,,,,,,,
460,talkShit,talkShit,,,,,,,,,
461,Tall Mocha,Tall Mocha,,,,,,,,,
462,TastyPuff,TastyPuff,,,,,,,,,
463,Technohouse1 ,Technohouse1 ,,,,,,,,,
464,Technohouse2 ,Technohouse2 ,,,,,,,,,
465,TechnoOldskool ,TechnoOldskool ,,,,,,,,,
466,Tehehe ,Tehehe ,,,,,,,,,
467,Telepop,Telepop,124,House,,,,,,,
468,Tenno,Tenno,140,"Grime
",,,Leukos,,,,
469,Tension,Tension,,,,,,,,,
470,TerribleGunthar ,TerribleGunthar ,,,,,,,,,
471,TeslaMagnet,TeslaMagnet,93,Hiphop,,,,,,,Grimeshine Live Project
472,Tetragonasaurus,Tetragonasaurus,,,,,,,,,
473,Tetsuo's Bike,Tetsuo's Bike,,,,,,,,,
474,Thankful,Thankful,130,Grime,,,Leukos,,,,(unreleased)
475,The Kill (Zenojim Edit),The Kill (Zenojim Edit),,,,,,,,,
476,The Way I Feel (Zenojim 1hundred Edit),The Way I Feel (Zenojim 1hundred Edit),100,Club Edit,,,Doss,,,1,Soundcloud
477,TheBlackBlock(RustieRemix)Edit ,TheBlackBlock(RustieRemix)Edit ,,,,,,,,,
478,TheFuturist,TheFuturist,,,,,,,,,
479,ThinFilm,ThinFilm,128,Techno,,,,,,,
480,ThinkinBoutU,ThinkinBoutU,,,,,,,,,
481,Third Rail,Third Rail,125,Techno,,,,,,,Third Rail EP
482,This my fav song,This my fav song,75.5,Hiphop,,,Grimeshine,,,,
483,Tiberius ,Tiberius ,,,,,,,,,
484,Tike Mison,Tike Mison,140,Grime,5/12/15,,,,,,
485,TimboLand ,TimboLand ,,,,,,,,,
486,TimboOceanFInalFantazy ,TimboOceanFInalFantazy ,,,,,,,,,
487,timboshit ,timboshit ,,,,,,,,,
488,Tincture,Tincture,,Garage,,,,,,,
489,TooDooOizoEdit,TooDooOizoEdit,,,,,,,,,
490,Toulon,Toulon,80,Bass,10/19/14,,,,,,
491,TRAFFIKK,TRAFFIKK,128,Rap Edit,,,BCE,,,,
492,TrapTemple,TrapTemple,,,,,,,,,
493,Treachery,Treachery,,,,,,,,,
494,TribalAcid,TribalAcid,130,Funky House,2/21/15,,,,,,
495,TribalDubstep1 ,TribalDubstep1 ,,,,,,,,,
496,TribalHouse2,TribalHouse2,,House,,,,,,,
497,TribalIsh,TribalIsh,,,,,,,,,
498,TribalRiddim1,TribalRiddim1,,,,,,,,,
499,Trophies Club Edit,Trophies Club Edit,136,Club Tool,,,Burt Fonix,,,,
500,Untitled,Untitled,,Club,,,Korma,,,,
501,Util,Util,140,Grime,,,,,,,
502,Vanilla Pattern (Zenojim Edit),Vanilla Pattern (Zenojim Edit),94,Jungle,,,,Strict Face,,,Edts & Rmxs
503,VerticleSunset,VerticleSunset,128,Bass,,,,,Add another layer/synth to the track to make it more robust,,
504,VHS,VHS,124,Bass,11/30/14,,,,,,
505,Vibe To It,Vibe To It,,,,,,,,,
506,ViciousKanid,ViciousKanid,120,Bass,,,,,,,
507,Vikes ,Vikes ,,,,,,,,,
508,VincentAreWeHappy?,VincentAreWeHappy?,140,Grime,3/14/15,,,,,1,
509,Vines ,Vines ,,,,,,,,,
510,Viotti,Viotti,,,,,,,,,
511,Vordhosbn (SryAFX Bootlet Edit),Vordhosbn (SryAFX Bootlet Edit),,,,,,,,,
512,WakaKnocka,WakaKnocka,87,Hiphop,5/28/12,,,,,,
513,Walk In Triangles,Walk In Triangles,91,Hiphop,,,,,,,
514,Warmth // Radiate,Warmth // Radiate,,Hiphop,,,,,,,Zenojimesis EP
515,WaterTemple ,WaterTemple ,,,,,,,,,
516,Waterworks,Waterworks,,,,,,,,,
517,WavelengthSpectra,WavelengthSpectra,,,,,,,,,
518,Well That Was Cool,Well That Was Cool,145,Bass,,,,,,,
519,WellYeah.. ,WellYeah.. ,,,,,,,,,
520,WestCoastSlapper,WestCoastSlapper,,,,,,,,,
521,Whatever is supreme,Whatever is supreme,,,,,,,,,
522,WhaWhaWha,WhaWhaWha,128,Bass,,,,,,,
523,Whirling,Whirling,,,,,,,,,
524,Wind Speed,Wind Speed,,,,,,,,,
525,Windham,Windham,,,,,,,,,
526,Womp,Womp,,,,,,,,,
527,wonkhiphop2v3-1,wonkhiphop2v3-1,,,,,,,,,
528,WoohWoohDiploShit4,WoohWoohDiploShit4,,,,adressing,,,,,
529,WWZ,WWZ,,,,,,,,,
530,Xe2 (<3 Slowclub Edit),Xe2 (<3 Slowclub Edit),125,Club Edit,,,,,,,
531,YoshiIsland,YoshiIsland,,,,,,,,,
532,You,You,,,,,,,,,
533,ZadakoBeat1,ZadakoBeat1,,,,,,,,,
534,zimzimzimzim,zimzimzimzim,128,Abstract,,,,,,,
535,Zshift,Zshift,,,,,,,,,
536,ZtwigEdit,ZtwigEdit,,,,,,,,,
537,Aggressive color palette,Aggressive color palette,140,Club,2/22/16,,,,,,
538,aqua tonic,aqua tonic,140,Club,5/23/16,,,,,,
539,birdmask,birdmask,130,Trap,6/10/15,,,,,,
540,bubbleBaff,bubbleBaff,141,Grime,4/17/16,,,,,,
541,bubbleBaff2,bubbleBaff2,140,Grime,4/17/16,,,,,,
542,child of the web,child of the web,140,,4/16/16,,,,,,
543,crazyclub,crazyclub,140,Club,4/7/16,,,,,,
544,dashitUh,dashitUh,140,House,10/10/15,,,,,,
545,DifEQ,DifEQ,162,Juke,8/31/15,,,,,,
546,Disturbia (Bli55core remix),Disturbia (Bli55core remix),155,Trance,10/4/15,,,Rihanna,,,
547,donÕt be condescending,donÕt be condescending,130,Club,3/29/16,,,,,,
548,draziw ziv,draziw ziv,135,Club,10/23/15,,,,,,
549,drinkDaPunch(160edit),drinkDaPunch(160edit),160,Juke,12/1/15,,,,,,
550,drippdout,drippdout,140,Trap,1/2/16,,,,,,
551,dzzt,dzzt,140,Club,1/9/16,,,,,,
552,fursh,fursh,140,Grime,6/2/15,,,,,,
553,geoskills,geoskills,140,Trap,3/27/16,,,,,,
554,grezd,grezd,140,Grime,3/20/16,,,,,,
555,hazePumps,hazePumps,140,,3/12/16,,,,,,
556,heating up,heating up,109,Dancehall,4/3/16,,,,,,
557,kx spring,kx spring,140,Trap,4/3/16,,,,,,
558,local directory,local directory,130,,9/15/15,,,,,,
559,look at that grass,look at that grass,160,Juke,3/6/16,,,,,,
560,lychee compote,lychee compote,140,Club,7/7/15,,,,,,
561,Nah or Nah,Nah or Nah,130,Club,1/3/16,,,Mstk,,,Knightwerk
562,neopneunomics,neopneunomics,130,Club,6/4/15,,,,,,
563,never got gold,never got gold,140,Kuduro,1/18/16,,,,,,
564,ojosRojos,ojosRojos,136,Club,4/10/16,,,,,,
565,jk bb,jk bb,138,Club,7/13/15,,,ONWE,"Add high-end kick, flanger on vocals, needs fills every 8 bars, get creative with acoustic kits",,
566,orange nots,orange nots,140,Kuduro,2/27/16,,,,,,
567,pdx 2,pdx 2,140,,3/27/16,,,,,,
568,pdx ghost dstct,pdx ghost dstct,132,Club,3/26/16,,,,,,
569,peppermints,peppermints,140,Trap,3/4/16,,,,,,
570,pillars,pillars,140,Club,3/12/16,,,,,,
571,raw fight scene,raw fight scene,140,,4/17/16,,,,,,
572,Rice Rain (R3LL Remix),Rice Rain (R3LL Remix),130,Trap,3/22/16,,,Cashmere Cat,,,
573,sameSynthasEveryoneElse,sameSynthasEveryoneElse,140,Grime,4/10/16,,,,,,
574,sent,sent,140,Hiphop,2/26/16,,,,,,
575,she is a universe,she is a universe,140,Garage,4/17/16,,,,,,
576,spacific,spacific,140,Hiphop,3/21/16,,,,,,
577,spring blossom,spring blossom,140,Trap,4/17/16,,,,,,
578,thermal cloak,thermal cloak,132,Club,6/30/15,,,,,,
579,transformLoad,transformLoad,140,Grime,4/23/16,,,,,,
580,trippey,trippey,130,Club,3/20/16,,,,,,
581,u have always been here,u have always been here,130,House,3/8/16,,,,,,
582,Ultima Orcas,Ultima Orcas,130,Club,3/22/16,,,,,,
583,unknown status,unknown status,120,House,4/2/16,,,,,,
584,unsynced receiver,unsynced receiver,140,Trap,2/27/16,,,,,,
585,wolves edit,wolves edit,135,Rap,2/27/16,,,Kanye West,,,
586,xoves,xoves,134,Techno,3/13/16,,,,,,
587,zylo,zylo,135,Grime,10/11/15,,,,,,
588,glassIsles,glassIsles,106,Ambient,4/10/16,,,,,,
589,Bronze (Zenojim 1Hundred Edit),Bronze (Zenojim 1Hundred Edit),100,,10/20/14,,,Thy Slaughter,,,
590,90mill,90mill,141,Grime,7/12/15,,,,,,
591,BoutToTurnItOutRemix,BoutToTurnItOutRemix,135,Club,10/4/14,,,,,,
592,DodiBounc3,DodiBounc3,110,Club,3/28/15,,,,,,
593,Phreee,Phreee,130,Club,10/6/14,,,,,,
594,adressing,adressing,140,Bass,2/6/16,,,,,,
595,0wwy,0wwy,140,Bass,,,,,,,
596,$OFA & ZENO Beat1,$OFA & ZENO Beat1,,,,,,,,,
597,asdf,asdf,140,Trap,,,,,,,
598,Astronomar + Sinden Bondye Edit,Astronomar + Sinden Bondye Edit,,,,,,,,,
599,autoloader,autoloader,120,House,,,,,,,
600,B & B 2_20_15BEAT,B & B 2_20_15BEAT,,,,,,,,,
601,B & B 3:30:12BEAT,B & B 3:30:12BEAT,77,Hiphop,8/16/12,,,,,,
602,B & B 6_4_15BEAT,B & B 6_4_15BEAT,,,,,,,,,
603,B & B 7_23_12 BEAT,B & B 7_23_12 BEAT,83,Hiphop,8/25/12,,,,,,
604,B & B 9_10_15BEAT,B & B 9_10_15BEAT,,,,,,,,,
605,B & B BEAT 3:19:12,B & B BEAT 3:19:12,,,,,,,,,
606,B&B 1_16_16BEAT,B&B 1_16_16BEAT,,,,,,,,,
607,B&B 7_11_15BEAT,B&B 7_11_15BEAT,,,,,,,,,
608,B&B 7_11_15BEAT#2,B&B 7_11_15BEAT#2,,,,,,,,,
609,B&B 7_19_15,B&B 7_19_15,,,,,,,,,
610,B&B 7_29_15BEAT,B&B 7_29_15BEAT,,,,,,,,,
611,B&B 8_14_15BEAT,B&B 8_14_15BEAT,,,,,,,,,
612,B&B 8_27_15BEAT,B&B 8_27_15BEAT,,,,,,,,,
613,B&B BEAT 7:7:13BEAT,B&B BEAT 7:7:13BEAT,,,,,,,,,
614,B&B BEAT 9_23_15BEAT,B&B BEAT 9_23_15BEAT,,,,,,,,,
615,B&B Original don beat,B&B Original don beat,76,Bass,,,,,,,
616,BACKFLIP remake 1_14_12BEAT,BACKFLIP remake 1_14_12BEAT,,,,,,,,,
617,baffled,baffled,140,Bass,,,,,,,
618,energy launch,energy launch,140,Trap,,,,,,,
619,erdgedon,erdgedon,,,,,,,,,
620,Estranged Animals,Estranged Animals, ,,,,,,,,
621,expansiveBreath,expansiveBreath,140,Grime,,,,,,,
622,falc0n,falc0n,,,,,,,,,
623,FireBurningSeanKingston,FireBurningSeanKingston,,,,,,,,,
624,flys,flys,,,,,,,,,
625,focus:precision,focus:precision,140,Grime,,,,,,,
626,Footcrab Edit,Footcrab Edit,,,,,,,,,
627,frozenLakes,frozenLakes,130,House,,,,,,,
628,future snax,future snax,,,,,,,,,
629,Gravity,Gravity,,,,,,,,,
630,HELOHOUSE,HELOHOUSE,,,,,,,,,
631,humph,humph,,,,,,,,,
632,Huuh,Huuh,160,Juke,,,,,,,
633,iceScraper,iceScraper,140,Bass,,,,,,,
634,illigal (pull up like edit),illigal (pull up like edit),,,,,,,,,
635,Im hiberanting yall,Im hiberanting yall,,,,,,,,,
636,joose,joose,,,,,,,,,
637,July252012,July252012,,,,,,,,,
638,July252012 (club edit)),July252012 (club edit)),,,,,,,,,
639,justivious,justivious,,,,,,,,,
640,kikikick,kikikick,127,House,,,,,,,
641,Kush Soda,Kush Soda,,,,,,,,,
642,last of the plants,last of the plants,130,Club,,,,,,,
643,learning,learning,,,,,,,,,
644,lid lit,lid lit,,,,,,,,,
645,Nasst,Nasst,,,,,,,,,
646,nimbusChamber,nimbusChamber,140,Ambient,,,,,,,
647,nonewtonian,nonewtonian,135,Grime,,,,,,,
648,normalizedRegions,normalizedRegions,136,Club,,,,,,,
649,ojosRojo,ojosRojo,,,,,,,,,
650,oldschoolVR,oldschoolVR,123,House,,,,,,,
651,pavlovian response,pavlovian response,140,Grime,,,,,,,
652,pdx ghost dstct.,pdx ghost dstct.,,,,,,,,,
653,pusher,pusher,,,,,,,,,
654,PWMPNW,PWMPNW,,,,,,,,,
655,Quoth PolygonWindow Edit,Quoth PolygonWindow Edit,,,,,,,,,
656,Rerun Riddim,Rerun Riddim,125,Bass,,,,,,,
657,rice rain refix,rice rain refix,,,,,,,,,
658,riles,riles,,,,,,,,,
659,sereneSpaces,sereneSpaces,140,Trap,,,,,,,
660,spatialReality,spatialReality,140,Trap,,,,,,,
661,springBloomtrack,springBloomtrack,126,House,,,,,,,
662,The Way I Feel (Life Sim Remix)(Zenojim 1hundred ReEdit),The Way I Feel (Life Sim Remix)(Zenojim 1hundred ReEdit),,,,,,,,,
663,batch scrips,batch scrips,160,Juke,,,,,,,
664,Beautiful (Zenojim 1hundedEdit),Beautiful (Zenojim 1hundedEdit),,,,,,,,,
665,CarnivuulAmbiencee,CarnivuulAmbiencee,,,,,,,,,
666,Chatte,Chatte,140,Juke,,,,,,,
667,cheezit,cheezit,,,,,,,,,
668,cleaned caffeine,cleaned caffeine,,,,,,,,,
669,cliffSideGazebo,cliffSideGazebo,140,Bass,,,,,,,
670,ClubWon1,ClubWon1,,,,,,,,,
671,Cook (Juke),Cook (Juke),,,,,,,,,
672,dance girl,dance girl,140,Trap,,,,,,,
673,DeathArray,DeathArray,,,,,,,,,
674,don't worry abt it,don't worry abt it,,,,,,,,,
675,dont be condescending,dont be condescending,130,Club,,,,,,,
676,DukeMarriot,DukeMarriot,,,,,,,,,
677,EarlyBody (Zenojim Getotech Remission),EarlyBody (Zenojim Getotech Remission),,,,,,,,,
678,theBlur,theBlur,160,Juke,,,,,,,
679,this one wild,this one wild,150,Juke,,,,,,,
681,trust in ur cloud,trust in ur cloud,130,Acid,,,,,,,
682,uael,uael,117,House,,,,,,,
683,VincentWeHappy?,VincentWeHappy?,,,,,,,,,
684,we wish u a merry xmas,we wish u a merry xmas,,,,,,,,,
685,whatt,whatt,,,,,,,,,
686,Xe2 (_3 slowClubEdit),Xe2 (_3 slowClubEdit),125,Club,,,,,,,
687,driver,driver,125,Techno,,,,,,,
